Data;Hora;
18/04/2018;10:35:08;
18/04/2018;10:35:19;
18/04/2018;10:35:40;
18/04/2018;10:35:46;
18/04/2018;10:35:51;
18/04/2018;10:35:57;
18/04/2018;10:36:08;
18/04/2018;10:36:12;
18/04/2018;10:36:17;
18/04/2018;10:36:23;
18/04/2018;10:36:25;
18/04/2018;10:36:28;
18/04/2018;10:36:31;
18/04/2018;10:36:33;
18/04/2018;10:36:44;
18/04/2018;10:36:56;
18/04/2018;10:37:01;
18/04/2018;10:37:04;
18/04/2018;10:37:07;
18/04/2018;10:37:13;
18/04/2018;10:37:25;
18/04/2018;10:37:29;
18/04/2018;10:37:37;
18/04/2018;10:37:39;
18/04/2018;10:37:48;
18/04/2018;10:37:53;
18/04/2018;10:37:59;
18/04/2018;10:38:04;
18/04/2018;10:38:10;
18/04/2018;10:38:16;
18/04/2018;10:38:19;
18/04/2018;10:38:24;
18/04/2018;10:38:27;
18/04/2018;10:38:35;
18/04/2018;10:38:36;
18/04/2018;10:38:48;
18/04/2018;10:38:52;
18/04/2018;10:38:55;
18/04/2018;10:39:03;
18/04/2018;10:39:06;
18/04/2018;10:39:09;
18/04/2018;10:39:13;
18/04/2018;10:39:21;
18/04/2018;10:39:24;
18/04/2018;10:39:34;
18/04/2018;10:39:36;
18/04/2018;10:39:38;
18/04/2018;10:39:41;
18/04/2018;10:39:46;
18/04/2018;10:39:55;
18/04/2018;10:40:02;
18/04/2018;10:40:11;
18/04/2018;10:40:14;
18/04/2018;10:40:22;
18/04/2018;10:40:25;
18/04/2018;10:40:33;
18/04/2018;10:40:37;
18/04/2018;10:40:45;
18/04/2018;10:40:51;
18/04/2018;10:40:56;
18/04/2018;10:41:01;
18/04/2018;10:41:06;
18/04/2018;10:41:21;
18/04/2018;10:41:26;
18/04/2018;10:41:30;
18/04/2018;10:41:33;
18/04/2018;10:41:38;
18/04/2018;10:41:40;
18/04/2018;10:41:48;
18/04/2018;10:41:50;
18/04/2018;10:41:55;
18/04/2018;10:41:59;
18/04/2018;10:42:13;
18/04/2018;10:42:18;
18/04/2018;10:42:23;
18/04/2018;10:42:31;
18/04/2018;10:42:34;
18/04/2018;10:42:38;
18/04/2018;10:42:42;
18/04/2018;10:42:45;
18/04/2018;10:42:51;
18/04/2018;10:42:56;
18/04/2018;10:43:00;
18/04/2018;10:43:17;
18/04/2018;10:43:23;
18/04/2018;10:43:29;
18/04/2018;10:43:33;
18/04/2018;10:43:37;
18/04/2018;10:43:44;
18/04/2018;10:43:49;
18/04/2018;10:43:53;
18/04/2018;10:44:07;
18/04/2018;10:44:10;
18/04/2018;10:44:17;
18/04/2018;10:44:26;
18/04/2018;10:44:35;
18/04/2018;10:44:40;
18/04/2018;10:44:44;
18/04/2018;10:44:53;
18/04/2018;10:44:56;
18/04/2018;10:45:11;
18/04/2018;10:45:24;
18/04/2018;10:45:29;
18/04/2018;10:45:31;
18/04/2018;10:45:34;
18/04/2018;10:45:39;
18/04/2018;10:45:43;
18/04/2018;10:45:45;
18/04/2018;10:45:49;
18/04/2018;10:45:54;
18/04/2018;10:45:58;
18/04/2018;10:46:00;
18/04/2018;10:46:08;
18/04/2018;10:46:12;
18/04/2018;10:46:22;
18/04/2018;10:46:32;
18/04/2018;10:46:38;
18/04/2018;10:46:41;
18/04/2018;10:46:48;
18/04/2018;10:46:50;
18/04/2018;10:47:00;
18/04/2018;10:47:03;
18/04/2018;10:47:10;
18/04/2018;10:47:21;
18/04/2018;10:47:25;
18/04/2018;10:47:31;
18/04/2018;10:47:39;
18/04/2018;10:47:44;
18/04/2018;10:47:47;
18/04/2018;10:47:50;
18/04/2018;10:48:00;
18/04/2018;10:48:07;
18/04/2018;10:48:10;
18/04/2018;10:48:14;
18/04/2018;10:48:22;
18/04/2018;10:48:26;
18/04/2018;10:48:28;
18/04/2018;10:48:33;
18/04/2018;10:48:39;
18/04/2018;10:48:49;
18/04/2018;10:48:57;
18/04/2018;10:49:09;
18/04/2018;10:49:17;
18/04/2018;10:49:19;
18/04/2018;10:49:23;
18/04/2018;10:49:36;
18/04/2018;10:49:38;
18/04/2018;10:49:42;
18/04/2018;10:49:46;
18/04/2018;10:49:52;
18/04/2018;10:50:03;
18/04/2018;10:50:05;
18/04/2018;10:50:12;
18/04/2018;10:50:15;
18/04/2018;10:50:19;
18/04/2018;10:50:32;
18/04/2018;10:50:36;
18/04/2018;10:50:44;
18/04/2018;10:50:54;
18/04/2018;10:51:00;
18/04/2018;10:51:04;
18/04/2018;10:51:08;
18/04/2018;10:51:14;
18/04/2018;10:51:17;
18/04/2018;10:51:19;
18/04/2018;10:51:21;
18/04/2018;10:51:28;
18/04/2018;10:51:32;
18/04/2018;10:51:41;
18/04/2018;10:51:55;
18/04/2018;10:52:12;
18/04/2018;10:52:19;
18/04/2018;10:52:21;
18/04/2018;10:52:29;
18/04/2018;10:52:34;
18/04/2018;10:52:41;
18/04/2018;10:52:43;
18/04/2018;10:52:51;
18/04/2018;10:52:55;
18/04/2018;10:53:22;
18/04/2018;10:53:59;
18/04/2018;10:54:03;
18/04/2018;10:54:08;
18/04/2018;10:54:19;
18/04/2018;10:54:24;
18/04/2018;10:54:31;
18/04/2018;10:54:37;
18/04/2018;10:54:45;
18/04/2018;10:54:50;
18/04/2018;10:55:03;
18/04/2018;10:55:11;
18/04/2018;10:55:15;
18/04/2018;10:55:25;
18/04/2018;10:55:34;
18/04/2018;10:55:38;
18/04/2018;10:55:45;
18/04/2018;10:55:49;
18/04/2018;10:56:32;
18/04/2018;10:56:42;
18/04/2018;10:56:49;
18/04/2018;10:56:51;
18/04/2018;10:56:54;
18/04/2018;10:56:59;
18/04/2018;10:57:03;
18/04/2018;10:57:08;
18/04/2018;10:57:12;
18/04/2018;10:57:46;
18/04/2018;10:57:59;
18/04/2018;10:58:04;
18/04/2018;10:58:08;
18/04/2018;10:58:23;
18/04/2018;10:58:29;
18/04/2018;10:58:38;
18/04/2018;10:58:44;
18/04/2018;10:58:53;
18/04/2018;10:58:56;
18/04/2018;10:59:06;
18/04/2018;10:59:11;
18/04/2018;10:59:20;
18/04/2018;10:59:24;
18/04/2018;10:59:46;
18/04/2018;10:59:49;
18/04/2018;10:59:52;
18/04/2018;10:59:54;
18/04/2018;11:00:00;
18/04/2018;11:00:07;
18/04/2018;11:00:08;
18/04/2018;11:00:16;
18/04/2018;11:00:22;
18/04/2018;11:00:25;
18/04/2018;11:00:35;
18/04/2018;11:01:02;
18/04/2018;11:01:07;
18/04/2018;11:01:17;
18/04/2018;11:01:24;
18/04/2018;11:01:27;
18/04/2018;11:01:35;
18/04/2018;11:01:43;
18/04/2018;11:01:53;
18/04/2018;11:03:35;
18/04/2018;11:04:31;
18/04/2018;11:04:42;
18/04/2018;11:05:00;
18/04/2018;11:05:22;
18/04/2018;11:05:51;
18/04/2018;11:05:59;
18/04/2018;11:06:05;
18/04/2018;11:06:08;
18/04/2018;11:06:10;
18/04/2018;11:06:25;
18/04/2018;11:06:28;
18/04/2018;11:06:30;
18/04/2018;11:06:33;
18/04/2018;11:06:36;
18/04/2018;11:06:41;
18/04/2018;11:07:07;
18/04/2018;11:07:11;
18/04/2018;11:07:14;
18/04/2018;11:07:22;
18/04/2018;11:07:26;
18/04/2018;11:07:39;
18/04/2018;11:07:44;
18/04/2018;11:07:45;
18/04/2018;11:07:57;
18/04/2018;11:08:00;
18/04/2018;11:08:06;
18/04/2018;11:08:09;
18/04/2018;11:08:14;
18/04/2018;11:08:17;
18/04/2018;11:08:19;
18/04/2018;11:08:21;
18/04/2018;11:08:29;
18/04/2018;11:08:31;
18/04/2018;11:08:33;
18/04/2018;11:08:39;
18/04/2018;11:08:41;
18/04/2018;11:08:52;
18/04/2018;11:08:55;
18/04/2018;11:08:59;
18/04/2018;11:09:02;
18/04/2018;11:09:23;
18/04/2018;11:09:29;
18/04/2018;11:09:39;
18/04/2018;11:09:45;
18/04/2018;11:09:49;
18/04/2018;11:09:51;
18/04/2018;11:09:56;
18/04/2018;11:10:03;
18/04/2018;11:10:10;
18/04/2018;11:10:13;
18/04/2018;11:10:34;
18/04/2018;11:10:35;
18/04/2018;11:10:40;
18/04/2018;11:10:44;
18/04/2018;11:10:52;
18/04/2018;11:10:59;
18/04/2018;11:11:03;
18/04/2018;11:11:11;
18/04/2018;11:11:13;
18/04/2018;11:11:20;
18/04/2018;11:11:25;
18/04/2018;11:11:31;
18/04/2018;11:11:34;
18/04/2018;11:11:38;
18/04/2018;11:11:41;
18/04/2018;11:11:53;
18/04/2018;11:12:09;
18/04/2018;11:12:11;
18/04/2018;11:12:15;
18/04/2018;11:12:22;
18/04/2018;11:12:25;
18/04/2018;11:12:29;
18/04/2018;11:12:32;
18/04/2018;11:12:39;
18/04/2018;11:12:42;
18/04/2018;11:12:51;
18/04/2018;11:12:57;
18/04/2018;11:13:01;
18/04/2018;11:13:08;
18/04/2018;11:13:14;
18/04/2018;11:13:20;
18/04/2018;11:13:24;
18/04/2018;11:13:27;
18/04/2018;11:13:29;
18/04/2018;11:13:38;
18/04/2018;11:13:43;
18/04/2018;11:13:45;
18/04/2018;11:13:51;
18/04/2018;11:13:57;
18/04/2018;11:14:00;
18/04/2018;11:14:10;
18/04/2018;11:14:19;
18/04/2018;11:14:23;
18/04/2018;11:14:31;
18/04/2018;11:14:42;
18/04/2018;11:14:45;
18/04/2018;11:14:56;
18/04/2018;11:15:07;
18/04/2018;11:15:18;
18/04/2018;11:15:26;
18/04/2018;11:15:28;
18/04/2018;11:15:32;
18/04/2018;11:15:35;
18/04/2018;11:15:37;
18/04/2018;11:15:40;
18/04/2018;11:15:45;
18/04/2018;11:15:47;
18/04/2018;11:15:57;
18/04/2018;11:16:10;
18/04/2018;11:16:13;
18/04/2018;11:16:18;
18/04/2018;11:16:26;
18/04/2018;11:16:34;
18/04/2018;11:16:36;
18/04/2018;11:16:40;
18/04/2018;11:16:43;
18/04/2018;11:16:54;
18/04/2018;11:16:59;
18/04/2018;11:17:01;
18/04/2018;11:17:04;
18/04/2018;11:17:11;
18/04/2018;11:17:21;
18/04/2018;11:17:31;
18/04/2018;11:17:33;
18/04/2018;11:17:39;
18/04/2018;11:17:41;
18/04/2018;11:17:47;
18/04/2018;11:17:51;
18/04/2018;11:17:59;
18/04/2018;11:18:01;
18/04/2018;11:18:04;
18/04/2018;11:18:08;
18/04/2018;11:18:17;
18/04/2018;11:18:22;
18/04/2018;11:18:27;
18/04/2018;11:18:30;
18/04/2018;11:18:41;
18/04/2018;11:18:43;
18/04/2018;11:18:46;
18/04/2018;11:18:51;
18/04/2018;11:18:56;
18/04/2018;11:19:01;
18/04/2018;11:19:16;
18/04/2018;11:19:18;
18/04/2018;11:19:25;
18/04/2018;11:19:34;
18/04/2018;11:19:41;
18/04/2018;11:19:45;
18/04/2018;11:19:48;
18/04/2018;11:19:54;
18/04/2018;11:20:04;
18/04/2018;11:20:07;
18/04/2018;11:20:11;
18/04/2018;11:20:14;
18/04/2018;11:20:27;
18/04/2018;11:20:30;
18/04/2018;11:20:34;
18/04/2018;11:20:37;
18/04/2018;11:20:42;
