Data;Hora;
23/04/2018;10:34:39;
23/04/2018;10:34:49;
23/04/2018;10:34:56;
23/04/2018;10:35:00;
23/04/2018;10:35:05;
23/04/2018;10:35:14;
23/04/2018;10:35:21;
23/04/2018;10:35:26;
23/04/2018;10:35:31;
23/04/2018;10:35:38;
23/04/2018;10:35:42;
23/04/2018;10:35:51;
23/04/2018;10:35:59;
23/04/2018;10:36:08;
23/04/2018;10:36:09;
23/04/2018;10:36:18;
23/04/2018;10:36:27;
23/04/2018;10:36:29;
23/04/2018;10:36:34;
23/04/2018;10:36:44;
23/04/2018;10:36:46;
23/04/2018;10:36:51;
23/04/2018;10:36:56;
23/04/2018;10:37:00;
23/04/2018;10:37:04;
23/04/2018;10:37:09;
23/04/2018;10:37:23;
23/04/2018;10:37:33;
23/04/2018;10:37:35;
23/04/2018;10:37:37;
23/04/2018;10:37:41;
23/04/2018;10:37:47;
23/04/2018;10:37:49;
23/04/2018;10:37:56;
23/04/2018;10:37:58;
23/04/2018;10:38:02;
23/04/2018;10:38:07;
23/04/2018;10:38:17;
23/04/2018;10:38:24;
23/04/2018;10:38:32;
23/04/2018;10:38:36;
23/04/2018;10:38:44;
23/04/2018;10:38:48;
23/04/2018;10:38:53;
23/04/2018;10:39:00;
23/04/2018;10:39:05;
23/04/2018;10:39:15;
23/04/2018;10:39:25;
23/04/2018;10:39:32;
23/04/2018;10:39:42;
23/04/2018;10:39:46;
23/04/2018;10:39:54;
23/04/2018;10:40:02;
23/04/2018;10:40:06;
23/04/2018;10:40:12;
23/04/2018;10:40:18;
23/04/2018;10:40:27;
23/04/2018;10:40:32;
23/04/2018;10:40:35;
23/04/2018;10:40:39;
23/04/2018;10:40:46;
23/04/2018;10:40:52;
23/04/2018;10:41:03;
23/04/2018;10:41:06;
23/04/2018;10:41:17;
23/04/2018;10:41:29;
23/04/2018;10:41:35;
23/04/2018;10:41:37;
23/04/2018;10:41:40;
23/04/2018;10:41:50;
23/04/2018;10:41:56;
23/04/2018;10:41:59;
23/04/2018;10:42:03;
23/04/2018;10:42:12;
23/04/2018;10:42:18;
23/04/2018;10:42:20;
23/04/2018;10:42:30;
23/04/2018;10:43:12;
23/04/2018;10:43:14;
23/04/2018;10:43:21;
23/04/2018;10:43:25;
23/04/2018;10:43:32;
23/04/2018;10:43:35;
23/04/2018;10:43:40;
23/04/2018;10:43:42;
23/04/2018;10:43:45;
23/04/2018;10:43:54;
23/04/2018;10:43:57;
23/04/2018;10:44:05;
23/04/2018;10:44:10;
23/04/2018;10:44:15;
23/04/2018;10:44:21;
23/04/2018;10:44:26;
23/04/2018;10:44:40;
23/04/2018;10:44:44;
23/04/2018;10:44:54;
23/04/2018;10:45:00;
23/04/2018;10:45:05;
23/04/2018;10:45:17;
23/04/2018;10:45:22;
23/04/2018;10:45:26;
23/04/2018;10:45:29;
23/04/2018;10:45:42;
23/04/2018;10:45:48;
23/04/2018;10:46:00;
23/04/2018;10:46:05;
23/04/2018;10:46:07;
23/04/2018;10:46:11;
23/04/2018;10:46:14;
23/04/2018;10:46:23;
23/04/2018;10:46:28;
23/04/2018;10:46:38;
23/04/2018;10:46:40;
23/04/2018;10:46:47;
23/04/2018;10:46:54;
23/04/2018;10:46:59;
23/04/2018;10:47:01;
23/04/2018;10:47:07;
23/04/2018;10:47:10;
23/04/2018;10:47:16;
23/04/2018;10:47:25;
23/04/2018;10:47:29;
23/04/2018;10:47:36;
23/04/2018;10:47:41;
23/04/2018;10:47:57;
23/04/2018;10:48:01;
23/04/2018;10:48:03;
23/04/2018;10:48:09;
23/04/2018;10:48:12;
23/04/2018;10:48:16;
23/04/2018;10:48:24;
23/04/2018;10:48:30;
23/04/2018;10:48:35;
23/04/2018;10:48:41;
23/04/2018;10:48:44;
23/04/2018;10:48:48;
23/04/2018;10:48:55;
23/04/2018;10:49:12;
23/04/2018;10:49:15;
23/04/2018;10:49:22;
23/04/2018;10:49:27;
23/04/2018;10:49:31;
23/04/2018;10:49:41;
23/04/2018;10:49:59;
23/04/2018;10:50:07;
23/04/2018;10:50:26;
23/04/2018;10:50:31;
23/04/2018;10:50:35;
23/04/2018;10:50:37;
23/04/2018;10:50:40;
23/04/2018;10:50:45;
23/04/2018;10:50:48;
23/04/2018;10:50:56;
23/04/2018;10:51:08;
23/04/2018;10:51:12;
23/04/2018;10:51:15;
23/04/2018;10:51:18;
23/04/2018;10:51:21;
23/04/2018;10:51:25;
23/04/2018;10:51:34;
23/04/2018;10:51:47;
23/04/2018;10:52:17;
23/04/2018;10:52:30;
23/04/2018;10:52:33;
23/04/2018;10:52:36;
23/04/2018;10:52:38;
23/04/2018;10:52:47;
23/04/2018;10:52:50;
23/04/2018;10:52:57;
23/04/2018;10:53:00;
23/04/2018;10:53:05;
23/04/2018;10:53:12;
23/04/2018;10:53:17;
23/04/2018;10:53:23;
23/04/2018;10:53:28;
23/04/2018;10:53:31;
23/04/2018;10:53:38;
23/04/2018;10:53:43;
23/04/2018;10:53:53;
23/04/2018;10:54:02;
23/04/2018;10:54:10;
23/04/2018;10:54:28;
23/04/2018;10:54:30;
23/04/2018;10:54:33;
23/04/2018;10:54:36;
23/04/2018;10:54:41;
23/04/2018;10:54:45;
23/04/2018;10:54:47;
23/04/2018;10:54:50;
23/04/2018;10:54:52;
23/04/2018;10:55:27;
23/04/2018;10:55:50;
23/04/2018;10:55:53;
23/04/2018;10:55:56;
23/04/2018;10:55:59;
23/04/2018;10:56:06;
23/04/2018;10:56:08;
23/04/2018;10:56:11;
23/04/2018;10:56:16;
23/04/2018;10:57:41;
23/04/2018;10:57:47;
23/04/2018;10:57:52;
23/04/2018;10:57:59;
23/04/2018;10:58:15;
23/04/2018;10:58:18;
23/04/2018;10:58:32;
23/04/2018;10:58:46;
23/04/2018;10:58:56;
23/04/2018;10:59:03;
23/04/2018;10:59:09;
23/04/2018;10:59:13;
23/04/2018;10:59:21;
23/04/2018;10:59:27;
23/04/2018;10:59:29;
23/04/2018;10:59:31;
23/04/2018;10:59:41;
23/04/2018;10:59:54;
23/04/2018;10:59:55;
23/04/2018;11:00:01;
23/04/2018;11:00:04;
23/04/2018;11:00:21;
23/04/2018;11:00:24;
23/04/2018;11:00:30;
23/04/2018;11:00:36;
23/04/2018;11:00:50;
23/04/2018;11:01:01;
23/04/2018;11:01:03;
23/04/2018;11:01:17;
23/04/2018;11:01:23;
23/04/2018;11:01:36;
23/04/2018;11:01:45;
23/04/2018;11:01:56;
23/04/2018;11:02:12;
23/04/2018;11:02:20;
23/04/2018;11:02:23;
23/04/2018;11:03:03;
23/04/2018;11:03:21;
23/04/2018;11:03:33;
23/04/2018;11:03:37;
23/04/2018;11:03:40;
23/04/2018;11:03:46;
23/04/2018;11:03:50;
23/04/2018;11:04:03;
23/04/2018;11:04:27;
23/04/2018;11:04:32;
23/04/2018;11:04:45;
23/04/2018;11:04:48;
