Data;Hora;
07/05/2018;10:34:39;
07/05/2018;10:34:47;
07/05/2018;10:34:49;
07/05/2018;10:35:00;
07/05/2018;10:35:06;
07/05/2018;10:35:11;
07/05/2018;10:35:17;
07/05/2018;10:35:24;
07/05/2018;10:35:38;
07/05/2018;10:35:45;
07/05/2018;10:35:53;
07/05/2018;10:35:55;
07/05/2018;10:35:58;
07/05/2018;10:36:07;
07/05/2018;10:36:09;
07/05/2018;10:36:15;
07/05/2018;10:36:21;
07/05/2018;10:36:24;
07/05/2018;10:36:28;
07/05/2018;10:36:31;
07/05/2018;10:36:33;
07/05/2018;10:37:07;
07/05/2018;10:37:23;
07/05/2018;10:37:28;
07/05/2018;10:37:31;
07/05/2018;10:37:33;
07/05/2018;10:37:37;
07/05/2018;10:37:43;
07/05/2018;10:37:45;
07/05/2018;10:37:48;
07/05/2018;10:37:52;
07/05/2018;10:37:55;
07/05/2018;10:37:57;
07/05/2018;10:38:02;
07/05/2018;10:38:04;
07/05/2018;10:38:07;
07/05/2018;10:38:12;
07/05/2018;10:38:14;
07/05/2018;10:38:21;
07/05/2018;10:38:23;
07/05/2018;10:38:30;
07/05/2018;10:38:33;
07/05/2018;10:38:37;
07/05/2018;10:38:51;
07/05/2018;10:38:53;
07/05/2018;10:38:58;
07/05/2018;10:39:00;
07/05/2018;10:39:11;
07/05/2018;10:39:34;
07/05/2018;10:39:38;
07/05/2018;10:39:41;
07/05/2018;10:39:44;
07/05/2018;10:39:56;
07/05/2018;10:40:03;
07/05/2018;10:40:09;
07/05/2018;10:40:12;
07/05/2018;10:40:14;
07/05/2018;10:40:21;
07/05/2018;10:40:24;
07/05/2018;10:40:35;
07/05/2018;10:40:43;
07/05/2018;10:40:48;
07/05/2018;10:41:07;
07/05/2018;10:41:10;
07/05/2018;10:41:13;
07/05/2018;10:41:16;
07/05/2018;10:41:25;
07/05/2018;10:41:29;
07/05/2018;10:41:35;
07/05/2018;10:41:45;
07/05/2018;10:41:53;
07/05/2018;10:42:03;
07/05/2018;10:42:07;
07/05/2018;10:42:10;
07/05/2018;10:42:12;
07/05/2018;10:42:17;
07/05/2018;10:42:25;
07/05/2018;10:42:42;
07/05/2018;10:42:49;
07/05/2018;10:42:52;
07/05/2018;10:43:00;
07/05/2018;10:43:02;
07/05/2018;10:43:05;
07/05/2018;10:43:08;
07/05/2018;10:43:12;
07/05/2018;10:43:16;
07/05/2018;10:43:18;
07/05/2018;10:43:36;
07/05/2018;10:43:52;
07/05/2018;10:44:01;
07/05/2018;10:44:14;
07/05/2018;10:44:18;
07/05/2018;10:44:22;
07/05/2018;10:44:25;
07/05/2018;10:44:29;
07/05/2018;10:44:34;
07/05/2018;10:44:38;
07/05/2018;10:44:43;
07/05/2018;10:44:47;
07/05/2018;10:44:58;
07/05/2018;10:45:08;
07/05/2018;10:45:11;
07/05/2018;10:45:15;
07/05/2018;10:45:19;
07/05/2018;10:45:22;
07/05/2018;10:45:25;
07/05/2018;10:45:31;
07/05/2018;10:45:37;
07/05/2018;10:45:39;
07/05/2018;10:45:47;
07/05/2018;10:45:50;
07/05/2018;10:46:02;
07/05/2018;10:46:11;
07/05/2018;10:46:26;
07/05/2018;10:46:28;
07/05/2018;10:46:33;
07/05/2018;10:46:35;
07/05/2018;10:46:41;
07/05/2018;10:46:45;
07/05/2018;10:46:51;
07/05/2018;10:47:06;
07/05/2018;10:47:12;
07/05/2018;10:47:22;
07/05/2018;10:47:24;
07/05/2018;10:47:27;
07/05/2018;10:47:31;
07/05/2018;10:47:41;
07/05/2018;10:47:47;
07/05/2018;10:47:52;
07/05/2018;10:47:58;
07/05/2018;10:48:01;
07/05/2018;10:48:10;
07/05/2018;10:48:16;
07/05/2018;10:48:20;
07/05/2018;10:48:23;
07/05/2018;10:48:38;
07/05/2018;10:48:48;
07/05/2018;10:48:54;
07/05/2018;10:48:57;
07/05/2018;10:49:00;
07/05/2018;10:49:02;
07/05/2018;10:49:07;
07/05/2018;10:49:10;
07/05/2018;10:49:14;
07/05/2018;10:49:17;
07/05/2018;10:49:25;
07/05/2018;10:49:27;
07/05/2018;10:49:39;
07/05/2018;10:49:41;
07/05/2018;10:49:44;
07/05/2018;10:49:52;
07/05/2018;10:49:54;
07/05/2018;10:50:17;
07/05/2018;10:50:21;
07/05/2018;10:50:23;
07/05/2018;10:50:30;
07/05/2018;10:50:38;
07/05/2018;10:50:42;
07/05/2018;10:50:56;
07/05/2018;10:51:06;
07/05/2018;10:51:09;
07/05/2018;10:51:31;
07/05/2018;10:51:34;
07/05/2018;10:51:42;
07/05/2018;10:51:50;
07/05/2018;10:51:53;
07/05/2018;10:51:55;
07/05/2018;10:51:57;
07/05/2018;10:52:23;
07/05/2018;10:52:34;
07/05/2018;10:52:46;
07/05/2018;10:52:53;
07/05/2018;10:52:58;
07/05/2018;10:53:03;
07/05/2018;10:53:06;
07/05/2018;10:53:09;
07/05/2018;10:53:16;
07/05/2018;10:53:22;
07/05/2018;10:53:25;
07/05/2018;10:53:29;
07/05/2018;10:53:31;
07/05/2018;10:53:40;
07/05/2018;10:53:44;
07/05/2018;10:53:48;
07/05/2018;10:53:57;
07/05/2018;10:54:01;
07/05/2018;10:54:06;
07/05/2018;10:54:09;
07/05/2018;10:54:13;
07/05/2018;10:54:18;
07/05/2018;10:54:27;
07/05/2018;10:54:32;
07/05/2018;10:54:34;
07/05/2018;10:54:41;
07/05/2018;10:54:44;
07/05/2018;10:54:47;
07/05/2018;10:54:53;
07/05/2018;10:55:01;
07/05/2018;10:55:08;
07/05/2018;10:55:11;
07/05/2018;10:55:20;
07/05/2018;10:55:27;
07/05/2018;10:55:36;
07/05/2018;10:55:40;
07/05/2018;10:55:42;
07/05/2018;10:55:46;
07/05/2018;10:55:48;
07/05/2018;10:55:51;
07/05/2018;10:55:53;
07/05/2018;10:55:57;
07/05/2018;10:56:00;
07/05/2018;10:56:05;
07/05/2018;10:56:12;
07/05/2018;10:56:21;
07/05/2018;10:56:28;
07/05/2018;10:56:35;
07/05/2018;10:56:53;
07/05/2018;10:56:55;
07/05/2018;10:56:59;
07/05/2018;10:57:06;
07/05/2018;10:57:10;
07/05/2018;10:57:20;
07/05/2018;10:57:23;
07/05/2018;10:57:32;
07/05/2018;10:57:39;
07/05/2018;10:57:41;
07/05/2018;10:57:48;
07/05/2018;10:58:01;
07/05/2018;10:58:07;
07/05/2018;10:58:09;
07/05/2018;10:58:12;
07/05/2018;10:58:16;
07/05/2018;10:58:44;
07/05/2018;10:59:00;
07/05/2018;10:59:12;
07/05/2018;10:59:26;
07/05/2018;11:00:05;
07/05/2018;11:00:12;
07/05/2018;11:00:17;
07/05/2018;11:00:22;
07/05/2018;11:00:24;
07/05/2018;11:00:33;
07/05/2018;11:00:35;
07/05/2018;11:00:41;
07/05/2018;11:00:44;
07/05/2018;11:00:57;
07/05/2018;11:01:22;
07/05/2018;11:01:24;
07/05/2018;11:01:34;
07/05/2018;11:01:52;
07/05/2018;11:02:02;
07/05/2018;11:02:24;
07/05/2018;11:02:27;
07/05/2018;11:02:40;
07/05/2018;11:02:44;
07/05/2018;11:02:46;
07/05/2018;11:02:48;
07/05/2018;11:02:51;
07/05/2018;11:02:56;
07/05/2018;11:02:59;
07/05/2018;11:03:01;
07/05/2018;11:03:19;
07/05/2018;11:03:20;
07/05/2018;11:03:27;
07/05/2018;11:03:32;
07/05/2018;11:03:39;
07/05/2018;11:03:45;
07/05/2018;11:03:50;
07/05/2018;11:03:59;
07/05/2018;11:04:02;
07/05/2018;11:04:10;
07/05/2018;11:04:19;
07/05/2018;11:04:22;
07/05/2018;11:04:29;
07/05/2018;11:04:32;
07/05/2018;11:04:35;
07/05/2018;11:04:42;
07/05/2018;11:04:53;
07/05/2018;11:04:59;
07/05/2018;11:05:06;
07/05/2018;11:05:12;
07/05/2018;11:05:19;
07/05/2018;11:05:33;
07/05/2018;11:05:39;
07/05/2018;11:05:46;
07/05/2018;11:05:49;
07/05/2018;11:05:58;
07/05/2018;11:06:08;
07/05/2018;11:06:11;
07/05/2018;11:06:21;
07/05/2018;11:06:25;
07/05/2018;11:06:34;
07/05/2018;11:06:38;
07/05/2018;11:06:43;
07/05/2018;11:06:53;
07/05/2018;11:07:01;
07/05/2018;11:07:03;
07/05/2018;11:07:10;
07/05/2018;11:07:14;
07/05/2018;11:07:27;
07/05/2018;11:07:30;
07/05/2018;11:07:38;
07/05/2018;11:07:40;
07/05/2018;11:07:47;
07/05/2018;11:07:49;
07/05/2018;11:07:58;
07/05/2018;11:08:11;
07/05/2018;11:08:15;
07/05/2018;11:08:19;
07/05/2018;11:08:24;
07/05/2018;11:08:35;
07/05/2018;11:08:41;
07/05/2018;11:08:45;
07/05/2018;11:08:48;
07/05/2018;11:08:58;
07/05/2018;11:09:06;
07/05/2018;11:09:15;
07/05/2018;11:09:53;
07/05/2018;11:09:54;
07/05/2018;11:09:57;
07/05/2018;11:10:00;
07/05/2018;11:10:05;
07/05/2018;11:10:18;
07/05/2018;11:10:22;
07/05/2018;11:10:56;
07/05/2018;11:10:58;
07/05/2018;11:11:04;
07/05/2018;11:11:08;
07/05/2018;11:11:11;
07/05/2018;11:11:24;
07/05/2018;11:11:32;
07/05/2018;11:11:50;
07/05/2018;11:11:53;
07/05/2018;11:11:56;
07/05/2018;11:11:59;
07/05/2018;11:12:03;
07/05/2018;11:12:11;
07/05/2018;11:12:16;
07/05/2018;11:12:19;
07/05/2018;11:12:24;
07/05/2018;11:12:25;
07/05/2018;11:12:28;
07/05/2018;11:12:32;
07/05/2018;11:12:38;
07/05/2018;11:12:42;
07/05/2018;11:12:54;
07/05/2018;11:13:06;
07/05/2018;11:13:11;
07/05/2018;11:13:14;
07/05/2018;11:13:16;
07/05/2018;11:13:25;
07/05/2018;11:13:43;
07/05/2018;11:13:46;
07/05/2018;11:13:49;
07/05/2018;11:13:52;
07/05/2018;11:14:04;
07/05/2018;11:14:07;
07/05/2018;11:14:12;
07/05/2018;11:14:15;
07/05/2018;11:14:24;
07/05/2018;11:14:28;
07/05/2018;11:14:31;
07/05/2018;11:14:34;
07/05/2018;11:14:44;
07/05/2018;11:14:47;
07/05/2018;11:14:55;
07/05/2018;11:15:02;
07/05/2018;11:15:12;
07/05/2018;11:15:20;
07/05/2018;11:15:22;
07/05/2018;11:15:27;
07/05/2018;11:15:30;
07/05/2018;11:15:32;
07/05/2018;11:15:35;
07/05/2018;11:15:38;
07/05/2018;11:15:48;
07/05/2018;11:15:54;
07/05/2018;11:16:02;
07/05/2018;11:16:20;
07/05/2018;11:16:23;
07/05/2018;11:16:25;
07/05/2018;11:16:28;
07/05/2018;11:16:32;
07/05/2018;11:16:37;
07/05/2018;11:16:46;
07/05/2018;11:16:56;
07/05/2018;11:17:01;
07/05/2018;11:17:03;
07/05/2018;11:17:07;
07/05/2018;11:17:16;
07/05/2018;11:17:19;
07/05/2018;11:17:36;
07/05/2018;11:17:44;
07/05/2018;11:17:50;
07/05/2018;11:17:53;
07/05/2018;11:18:00;
07/05/2018;11:18:16;
07/05/2018;11:18:21;
07/05/2018;11:18:33;
07/05/2018;11:18:38;
07/05/2018;11:18:42;
