Data;Hora;
24/04/2018;10:32:48;
24/04/2018;10:32:51;
24/04/2018;10:32:55;
24/04/2018;10:32:57;
24/04/2018;10:33:04;
24/04/2018;10:33:06;
24/04/2018;10:33:22;
24/04/2018;10:33:28;
24/04/2018;10:33:33;
24/04/2018;10:33:36;
24/04/2018;10:33:40;
24/04/2018;10:33:46;
24/04/2018;10:33:52;
24/04/2018;10:33:55;
24/04/2018;10:34:01;
24/04/2018;10:34:04;
24/04/2018;10:34:10;
24/04/2018;10:34:20;
24/04/2018;10:34:23;
24/04/2018;10:34:26;
24/04/2018;10:34:30;
24/04/2018;10:34:37;
24/04/2018;10:34:40;
24/04/2018;10:34:48;
24/04/2018;10:35:04;
24/04/2018;10:35:18;
24/04/2018;10:35:25;
24/04/2018;10:35:32;
24/04/2018;10:35:35;
24/04/2018;10:35:41;
24/04/2018;10:35:43;
24/04/2018;10:35:51;
24/04/2018;10:35:57;
24/04/2018;10:36:01;
24/04/2018;10:36:07;
24/04/2018;10:36:10;
24/04/2018;10:36:14;
24/04/2018;10:36:18;
24/04/2018;10:36:23;
24/04/2018;10:36:29;
24/04/2018;10:36:36;
24/04/2018;10:36:43;
24/04/2018;10:36:49;
24/04/2018;10:36:53;
24/04/2018;10:36:55;
24/04/2018;10:36:58;
24/04/2018;10:37:01;
24/04/2018;10:37:06;
24/04/2018;10:37:09;
24/04/2018;10:37:23;
24/04/2018;10:37:25;
24/04/2018;10:37:28;
24/04/2018;10:37:31;
24/04/2018;10:37:39;
24/04/2018;10:37:42;
24/04/2018;10:37:48;
24/04/2018;10:37:50;
24/04/2018;10:38:00;
24/04/2018;10:38:10;
24/04/2018;10:38:14;
24/04/2018;10:38:16;
24/04/2018;10:38:20;
24/04/2018;10:38:23;
24/04/2018;10:38:26;
24/04/2018;10:38:30;
24/04/2018;10:38:34;
24/04/2018;10:38:38;
24/04/2018;10:38:41;
24/04/2018;10:38:44;
24/04/2018;10:38:49;
24/04/2018;10:39:01;
24/04/2018;10:39:07;
24/04/2018;10:39:09;
24/04/2018;10:39:13;
24/04/2018;10:39:17;
24/04/2018;10:39:21;
24/04/2018;10:39:29;
24/04/2018;10:39:32;
24/04/2018;10:39:35;
24/04/2018;10:39:41;
24/04/2018;10:39:49;
24/04/2018;10:39:53;
24/04/2018;10:39:59;
24/04/2018;10:40:03;
24/04/2018;10:40:09;
24/04/2018;10:40:14;
24/04/2018;10:40:19;
24/04/2018;10:40:21;
24/04/2018;10:40:25;
24/04/2018;10:40:36;
24/04/2018;10:40:39;
24/04/2018;10:40:43;
24/04/2018;10:40:47;
24/04/2018;10:40:59;
24/04/2018;10:41:07;
24/04/2018;10:41:09;
24/04/2018;10:41:15;
24/04/2018;10:41:19;
24/04/2018;10:41:22;
24/04/2018;10:41:28;
24/04/2018;10:41:31;
24/04/2018;10:41:34;
24/04/2018;10:41:38;
24/04/2018;10:41:40;
24/04/2018;10:41:43;
24/04/2018;10:41:50;
24/04/2018;10:41:53;
24/04/2018;10:41:58;
24/04/2018;10:42:01;
24/04/2018;10:42:06;
24/04/2018;10:42:13;
24/04/2018;10:42:22;
24/04/2018;10:42:25;
24/04/2018;10:42:29;
24/04/2018;10:42:35;
24/04/2018;10:42:41;
24/04/2018;10:42:45;
24/04/2018;10:42:51;
24/04/2018;10:42:56;
24/04/2018;10:42:59;
24/04/2018;10:43:14;
24/04/2018;10:43:19;
24/04/2018;10:43:22;
24/04/2018;10:43:25;
24/04/2018;10:43:38;
24/04/2018;10:43:43;
24/04/2018;10:43:47;
24/04/2018;10:43:50;
24/04/2018;10:43:57;
24/04/2018;10:44:02;
24/04/2018;10:44:11;
24/04/2018;10:44:19;
24/04/2018;10:44:28;
24/04/2018;10:44:37;
24/04/2018;10:44:41;
24/04/2018;10:44:47;
24/04/2018;10:44:56;
24/04/2018;10:44:59;
24/04/2018;10:45:03;
24/04/2018;10:45:07;
24/04/2018;10:45:10;
24/04/2018;10:45:14;
24/04/2018;10:45:21;
24/04/2018;10:45:24;
24/04/2018;10:45:31;
