Data;Hora;
13/04/2018;10:31:25;
13/04/2018;10:31:33;
13/04/2018;10:31:37;
13/04/2018;10:31:51;
13/04/2018;10:31:56;
13/04/2018;10:32:01;
13/04/2018;10:32:05;
13/04/2018;10:32:18;
13/04/2018;10:32:31;
13/04/2018;10:33:51;
13/04/2018;10:33:53;
13/04/2018;10:34:14;
13/04/2018;10:34:17;
13/04/2018;10:34:23;
13/04/2018;10:34:31;
13/04/2018;10:34:43;
13/04/2018;10:35:00;
13/04/2018;10:35:02;
13/04/2018;10:35:35;
13/04/2018;10:36:05;
13/04/2018;10:36:14;
13/04/2018;10:36:24;
13/04/2018;10:36:51;
13/04/2018;10:37:03;
13/04/2018;10:37:08;
13/04/2018;10:37:21;
13/04/2018;10:37:27;
13/04/2018;10:38:22;
13/04/2018;10:38:38;
13/04/2018;10:39:09;
13/04/2018;10:39:18;
13/04/2018;10:39:31;
13/04/2018;10:39:36;
13/04/2018;10:39:40;
13/04/2018;10:39:50;
13/04/2018;10:39:54;
13/04/2018;10:40:19;
13/04/2018;10:41:37;
13/04/2018;10:42:24;
13/04/2018;10:42:32;
13/04/2018;10:42:45;
13/04/2018;10:43:59;
13/04/2018;10:44:13;
13/04/2018;10:44:28;
13/04/2018;10:44:54;
13/04/2018;10:44:57;
13/04/2018;10:45:00;
13/04/2018;10:45:18;
13/04/2018;10:45:56;
13/04/2018;10:46:14;
13/04/2018;10:46:26;
13/04/2018;10:46:38;
13/04/2018;10:46:52;
13/04/2018;10:47:31;
13/04/2018;10:47:32;
13/04/2018;10:48:03;
13/04/2018;10:48:12;
13/04/2018;10:48:15;
13/04/2018;10:48:57;
13/04/2018;10:49:12;
13/04/2018;10:49:21;
13/04/2018;10:49:26;
13/04/2018;10:49:44;
13/04/2018;10:49:47;
13/04/2018;10:49:53;
13/04/2018;10:49:56;
13/04/2018;10:50:01;
13/04/2018;10:50:05;
13/04/2018;10:50:20;
13/04/2018;10:50:31;
13/04/2018;10:51:25;
13/04/2018;10:51:48;
13/04/2018;10:52:28;
13/04/2018;10:52:31;
13/04/2018;10:52:44;
13/04/2018;10:53:03;
13/04/2018;10:53:12;
13/04/2018;10:53:25;
13/04/2018;10:53:28;
13/04/2018;10:53:35;
13/04/2018;10:53:56;
13/04/2018;10:53:59;
13/04/2018;10:54:33;
13/04/2018;10:54:55;
13/04/2018;10:54:58;
13/04/2018;10:55:26;
13/04/2018;10:55:28;
13/04/2018;10:55:45;
13/04/2018;10:55:48;
13/04/2018;10:55:53;
13/04/2018;10:55:57;
13/04/2018;10:55:59;
13/04/2018;10:56:02;
13/04/2018;10:56:07;
13/04/2018;10:56:12;
13/04/2018;10:56:22;
13/04/2018;10:56:26;
13/04/2018;10:56:30;
13/04/2018;10:56:37;
13/04/2018;10:56:51;
13/04/2018;10:57:06;
13/04/2018;10:57:09;
13/04/2018;10:57:16;
13/04/2018;10:57:24;
13/04/2018;10:57:34;
13/04/2018;10:57:38;
13/04/2018;10:57:42;
13/04/2018;10:57:51;
13/04/2018;10:57:57;
13/04/2018;10:58:00;
13/04/2018;10:58:03;
13/04/2018;10:58:09;
13/04/2018;10:58:11;
13/04/2018;10:58:29;
13/04/2018;10:58:36;
13/04/2018;10:59:15;
13/04/2018;10:59:55;
13/04/2018;10:59:59;
13/04/2018;11:00:11;
13/04/2018;11:00:20;
13/04/2018;11:00:25;
13/04/2018;11:00:27;
13/04/2018;11:00:37;
13/04/2018;11:00:40;
13/04/2018;11:00:43;
13/04/2018;11:00:57;
13/04/2018;11:01:00;
13/04/2018;11:01:06;
13/04/2018;11:01:10;
13/04/2018;11:01:15;
13/04/2018;11:01:20;
13/04/2018;11:01:36;
13/04/2018;11:01:42;
13/04/2018;11:01:50;
13/04/2018;11:01:54;
13/04/2018;11:02:00;
13/04/2018;11:02:06;
13/04/2018;11:02:08;
13/04/2018;11:02:31;
13/04/2018;11:02:35;
13/04/2018;11:02:48;
13/04/2018;11:02:57;
13/04/2018;11:03:07;
13/04/2018;11:03:19;
13/04/2018;11:03:30;
13/04/2018;11:03:34;
13/04/2018;11:03:57;
13/04/2018;11:04:02;
13/04/2018;11:04:12;
13/04/2018;11:04:16;
13/04/2018;11:04:27;
13/04/2018;11:04:30;
13/04/2018;11:04:34;
13/04/2018;11:04:42;
13/04/2018;11:04:51;
13/04/2018;11:04:57;
13/04/2018;11:05:01;
13/04/2018;11:05:04;
13/04/2018;11:05:06;
13/04/2018;11:05:23;
13/04/2018;11:05:25;
13/04/2018;11:05:42;
13/04/2018;11:05:48;
13/04/2018;11:05:51;
13/04/2018;11:06:04;
13/04/2018;11:06:12;
13/04/2018;11:06:16;
13/04/2018;11:06:22;
13/04/2018;11:06:30;
13/04/2018;11:06:35;
13/04/2018;11:06:38;
13/04/2018;11:06:42;
13/04/2018;11:06:47;
13/04/2018;11:06:52;
13/04/2018;11:07:00;
13/04/2018;11:07:23;
13/04/2018;11:07:29;
13/04/2018;11:07:33;
13/04/2018;11:07:39;
13/04/2018;11:07:43;
13/04/2018;11:07:45;
13/04/2018;11:07:48;
13/04/2018;11:07:53;
13/04/2018;11:07:57;
13/04/2018;11:08:07;
13/04/2018;11:08:13;
13/04/2018;11:08:16;
13/04/2018;11:08:18;
13/04/2018;11:08:44;
13/04/2018;11:08:57;
13/04/2018;11:09:01;
13/04/2018;11:09:05;
13/04/2018;11:09:12;
13/04/2018;11:09:15;
13/04/2018;11:09:18;
13/04/2018;11:09:20;
13/04/2018;11:09:24;
13/04/2018;11:09:28;
13/04/2018;11:09:40;
13/04/2018;11:09:48;
13/04/2018;11:09:51;
13/04/2018;11:09:59;
13/04/2018;11:10:03;
13/04/2018;11:10:05;
13/04/2018;11:11:05;
13/04/2018;11:11:35;
13/04/2018;11:11:43;
13/04/2018;11:12:16;
13/04/2018;11:12:20;
13/04/2018;11:12:23;
13/04/2018;11:12:26;
13/04/2018;11:12:47;
13/04/2018;11:12:52;
13/04/2018;11:13:03;
13/04/2018;11:13:18;
13/04/2018;11:13:26;
13/04/2018;11:13:28;
13/04/2018;11:13:33;
13/04/2018;11:13:39;
13/04/2018;11:13:48;
13/04/2018;11:14:00;
13/04/2018;11:14:08;
13/04/2018;11:14:09;
13/04/2018;11:14:13;
13/04/2018;11:14:18;
13/04/2018;11:14:33;
13/04/2018;11:14:50;
13/04/2018;11:15:00;
13/04/2018;11:15:02;
13/04/2018;11:15:10;
13/04/2018;11:15:14;
13/04/2018;11:15:24;
13/04/2018;11:15:28;
13/04/2018;11:15:35;
13/04/2018;11:15:36;
13/04/2018;11:15:41;
13/04/2018;11:15:52;
13/04/2018;11:16:23;
13/04/2018;11:17:13;
13/04/2018;11:17:17;
13/04/2018;11:17:31;
13/04/2018;11:17:40;
